Time;Pos;Velocity
115314;6.454991;0.100000
115325;6.454991;0.100000
115336;6.454991;0.100000
115347;6.454991;0.100000
115358;6.453457;0.100000
115369;6.454991;0.100000
115380;6.453457;0.100000
115391;6.459593;0.100000
115402;6.468797;0.100000
115413;6.468797;0.100000
115424;6.468797;0.100000
115435;6.468797;0.100000
115446;6.468797;0.100000
115457;6.468797;0.100000
115468;6.468797;0.100000
115479;6.468797;0.100000
115490;6.468797;0.100000
115501;6.468797;0.100000
115512;6.468797;0.100000
115523;6.468797;0.100000
115534;6.468797;0.100000
115545;6.470331;0.100000
115556;6.481069;0.100000
115567;6.482603;0.100000
115578;6.482603;0.100000
115589;6.482603;0.100000
115600;6.482603;0.100000
115611;6.482603;0.100000
115622;6.482603;0.100000
115633;6.482603;0.100000
115644;6.482603;0.100000
115655;6.482603;0.100000
115666;6.482603;0.100000
115677;6.482603;0.100000
115688;6.482603;0.100000
115699;6.482603;0.100000
115710;6.491807;0.100000
115721;6.496409;0.100000
115732;6.496409;0.100000
115743;6.496409;0.100000
115754;6.496409;0.100000
115765;6.496409;0.100000
115776;6.496409;0.100000
115787;6.496409;0.100000
115798;6.496409;0.100000
115809;6.496409;0.100000
115820;6.496409;0.100000
115831;6.496409;0.100000
115842;6.496409;0.100000
115853;6.496409;0.100000
115864;6.502545;0.100000
115875;6.510215;0.100000
115886;6.510215;0.100000
115897;6.511749;0.100000
115908;6.510215;0.100000
115919;6.510215;0.100000
115930;6.510215;0.100000
115941;6.510215;0.100000
115952;6.510215;0.100000
115963;6.510215;0.100000
115974;6.510215;0.100000
115985;6.510215;0.100000
115996;6.510215;0.100000
116007;6.510215;0.100000
116018;6.514817;0.100000
116029;6.524021;0.100000
116040;6.524021;0.100000
116051;6.524021;0.100000
116062;6.525555;0.100000
116073;6.524021;0.100000
116084;6.525555;0.100000
116095;6.525555;0.100000
116106;6.525555;0.100000
116117;6.525555;0.100000
116128;6.525555;0.100000
116139;6.524021;0.100000
116150;6.525555;0.100000
116161;6.525555;0.100000
116172;6.525555;0.100000
116183;6.536292;0.100000
116194;6.539360;0.100000
116205;6.539360;0.100000
116216;6.539360;0.100000
116227;6.539360;0.100000
116238;6.539360;0.100000
116249;6.539360;0.100000
116260;6.539360;0.100000
116271;6.539360;0.100000
116282;6.539360;0.100000
116293;6.539360;0.100000
116304;6.539360;0.100000
116315;6.539360;0.100000
116326;6.539360;0.100000
116337;6.547030;0.100000
116348;6.553166;0.100000
116359;6.553166;0.100000
116370;6.553166;0.100000
116381;6.553166;0.100000
116392;6.553166;0.100000
116403;6.553166;0.100000
116414;6.553166;0.100000
116425;6.553166;0.100000
116436;6.553166;0.100000
116447;6.553166;0.100000
116458;6.553166;0.100000
116469;6.553166;0.100000
116480;6.553166;0.100000
116491;6.557768;0.100000
116502;6.566972;0.100000
116513;6.566972;0.100000
116524;6.566972;0.100000
116535;6.566972;0.100000
116546;6.566972;0.100000
116557;6.566972;0.100000
116568;6.566972;0.100000
116579;6.566972;0.100000
116590;6.566972;0.100000
116601;6.566972;0.100000
116612;6.566972;0.100000
116623;6.566972;0.100000
116634;6.566972;0.100000
116645;6.568506;0.100000
116656;6.579244;0.100000
116667;6.580778;0.100000
116678;6.580778;0.100000
116689;6.580778;0.100000
116700;6.580778;0.100000
116711;6.580778;0.100000
116722;6.580778;0.100000
116733;6.580778;0.100000
116744;6.580778;0.100000
116755;6.580778;0.100000
116766;6.580778;0.100000
116777;6.580778;0.100000
116788;6.580778;0.100000
116799;6.580778;0.100000
116810;6.589982;0.100000
116821;6.594584;0.100000
116832;6.596117;0.100000
116843;6.594584;0.100000
116854;6.596117;0.100000
116865;6.596117;0.100000
116876;6.596117;0.100000
116887;6.594584;0.100000
116898;6.594584;0.100000
116909;6.594584;0.100000
116920;6.596117;0.100000
116931;6.596117;0.100000
116942;6.596117;0.100000
116953;6.596117;0.100000
116964;6.600719;0.100000
116975;6.609923;0.100000
116986;6.608389;0.100000
116997;6.608389;0.100000
117008;6.609923;0.100000
117019;6.608389;0.100000
117030;6.609923;0.100000
117041;6.609923;0.100000
117052;6.609923;0.100000
117063;6.609923;0.100000
117074;6.609923;0.100000
117085;6.609923;0.100000
117096;6.609923;0.100000
117107;6.609923;0.100000
117118;6.611457;0.100000
117129;6.622195;0.100000
117140;6.622195;0.100000
117151;6.622195;0.100000
117162;6.622195;0.100000
117173;6.623729;0.100000
117184;6.623729;0.100000
117195;6.622195;0.100000
117206;6.622195;0.100000
117217;6.623729;0.100000
117228;6.622195;0.100000
117239;6.622195;0.100000
117250;6.622195;0.100000
117261;6.623729;0.100000
117272;6.623729;0.100000
117283;6.632933;0.100000
117294;6.637535;0.100000
117305;6.637535;0.100000
117316;6.637535;0.100000
117327;6.637535;0.100000
117338;6.637535;0.100000
117349;6.637535;0.100000
117360;6.637535;0.100000
117371;6.637535;0.100000
117382;6.637535;0.100000
117393;6.637535;0.100000
117404;6.637535;0.100000
117415;6.637535;0.100000
117426;6.637535;0.100000
117437;6.645205;0.100000
117448;6.651341;0.100000
117459;6.651341;0.100000
117470;6.651341;0.100000
117481;6.652875;0.100000
117492;6.651341;0.100000
117503;6.651341;0.100000
117514;6.652875;0.100000
117525;6.651341;0.100000
117536;6.651341;0.100000
117547;6.651341;0.100000
117558;6.651341;0.100000
117569;6.651341;0.100000
117580;6.651341;0.100000
117591;6.655943;0.100000
117602;6.665147;0.100000
117613;6.665147;0.100000
117624;6.666681;0.100000
117635;6.665147;0.100000
117646;6.665147;0.100000
117657;6.665147;0.100000
117668;6.665147;0.100000
117679;6.666681;0.100000
117690;6.665147;0.100000
117701;6.665147;0.100000
117712;6.666681;0.100000
117723;6.665147;0.100000
117734;6.666681;0.100000
117745;6.666681;0.100000
117756;6.677419;0.100000
117767;6.678953;0.100000
117778;6.678953;0.100000
117789;6.678953;0.100000
117800;6.678953;0.100000
117811;6.678953;0.100000
117822;6.678953;0.100000
117833;6.678953;0.100000
117844;6.678953;0.100000
117855;6.678953;0.100000
117866;6.678953;0.100000
117877;6.678953;0.100000
117888;6.678953;0.100000
117899;6.678953;0.100000
117910;6.688157;0.100000
117921;6.692759;0.100000
117932;6.694293;0.100000
117943;6.692759;0.100000
117954;6.694293;0.100000
117965;6.692759;0.100000
117976;6.694293;0.100000
117987;6.694293;0.100000
117998;6.694293;0.100000
118009;6.692759;0.100000
118020;6.692759;0.100000
118031;6.692759;0.100000
118042;6.692759;0.100000
118053;6.694293;0.100000
118064;6.698895;0.100000
118075;6.708098;0.100000
118086;6.708098;0.100000
118097;6.708098;0.100000
118108;6.708098;0.100000
118119;6.708098;0.100000
118130;6.708098;0.100000
118141;6.708098;0.100000
118152;6.708098;0.100000
118163;6.708098;0.100000
118174;6.708098;0.100000
118185;6.708098;0.100000
118196;6.708098;0.100000
118207;6.708098;0.100000
118218;6.711166;0.100000
118229;6.720370;0.100000
118240;6.721904;0.100000
118251;6.720370;0.100000
118262;6.721904;0.100000
118273;6.721904;0.100000
118284;6.720370;0.100000
118295;6.720370;0.100000
118306;6.721904;0.100000
118317;6.721904;0.100000
118328;6.720370;0.100000
118339;6.720370;0.100000
118350;6.721904;0.100000
118361;6.721904;0.100000
118372;6.721904;0.100000
118383;6.731108;0.100000
118394;6.735710;0.100000
118405;6.735710;0.100000
118416;6.735710;0.100000
118427;6.735710;0.100000
118438;6.735710;0.100000
118449;6.735710;0.100000
118460;6.735710;0.100000
118471;6.735710;0.100000
118482;6.735710;0.100000
118493;6.735710;0.100000
118504;6.735710;0.100000
118515;6.735710;0.100000
118526;6.735710;0.100000
118537;6.741846;0.100000
118548;6.749516;0.100000
118559;6.749516;0.100000
118570;6.749516;0.100000
118581;6.749516;0.100000
118592;6.749516;0.100000
118603;6.749516;0.100000
118614;6.749516;0.100000
118625;6.749516;0.100000
118636;6.749516;0.100000
118647;6.749516;0.100000
118658;6.749516;0.100000
118669;6.749516;0.100000
118680;6.749516;0.100000
118691;6.754117;0.100000
118702;6.763321;0.100000
118713;6.764855;0.100000
118724;6.763321;0.100000
118735;6.763321;0.100000
118746;6.764855;0.100000
118757;6.763321;0.100000
118768;6.763321;0.100000
118779;6.763321;0.100000
118790;6.764855;0.100000
118801;6.764855;0.100000
118812;6.763321;0.100000
118823;6.763321;0.100000
118834;6.763321;0.100000
118845;6.764855;0.100000
118856;6.774059;0.100000
118867;6.778661;0.100000
118878;6.777127;0.100000
118889;6.777127;0.100000
118900;6.777127;0.100000
118911;6.778661;0.100000
118922;6.777127;0.100000
118933;6.777127;0.100000
118944;6.778661;0.100000
118955;6.777127;0.100000
118966;6.777127;0.100000
118977;6.778661;0.100000
118988;6.778661;0.100000
118999;6.777127;0.100000
119010;6.786331;0.100000
119021;6.792467;0.100000
119032;6.792467;0.100000
119043;6.792467;0.100000
119054;6.792467;0.100000
119065;6.792467;0.100000
119076;6.792467;0.100000
119087;6.792467;0.100000
119098;6.792467;0.100000
119109;6.792467;0.100000
119120;6.792467;0.100000
119131;6.792467;0.100000
119142;6.792467;0.100000
119153;6.792467;0.100000
119164;6.797069;0.100000
119175;6.806273;0.100000
119186;6.806273;0.100000
119197;6.806273;0.100000
119208;6.806273;0.100000
119219;6.806273;0.100000
119230;6.806273;0.100000
119241;6.806273;0.100000
119252;6.806273;0.100000
119263;6.806273;0.100000
119274;6.806273;0.100000
119285;6.806273;0.100000
119296;6.806273;0.100000
119307;6.806273;0.100000
119318;6.807807;0.100000
119329;6.817011;0.100000
119340;6.820079;0.100000
119351;6.820079;0.100000
119362;6.820079;0.100000
119373;6.820079;0.100000
119384;6.820079;0.100000
119395;6.820079;0.100000
119406;6.820079;0.100000
119417;6.820079;0.100000
119428;6.820079;0.100000
119439;6.820079;0.100000
119450;6.820079;0.100000
119461;6.820079;0.100000
119472;6.820079;0.100000
119483;6.827749;0.100000
119494;6.833885;0.100000
119505;6.833885;0.100000
119516;6.833885;0.100000
119527;6.833885;0.100000
119538;6.833885;0.100000
119549;6.833885;0.100000
119560;6.833885;0.100000
119571;6.833885;0.100000
119582;6.833885;0.100000
119593;6.833885;0.100000
119604;6.833885;0.100000
119615;6.833885;0.100000
119626;6.833885;0.100000
119637;6.840021;0.100000
119648;6.849225;0.100000
119659;6.847691;0.100000
119670;6.849225;0.100000
119681;6.849225;0.100000
119692;6.849225;0.100000
119703;6.847691;0.100000
119714;6.849225;0.100000
119725;6.847691;0.100000
119736;6.849225;0.100000
119747;6.847691;0.100000
119758;6.849225;0.100000
119769;6.847691;0.100000
119780;6.847691;0.100000
119791;6.850759;0.100000
119802;6.861496;0.100000
119813;6.863030;0.100000
119824;6.863030;0.100000
119835;6.863030;0.100000
119846;6.863030;0.100000
119857;6.863030;0.100000
119868;6.863030;0.100000
119879;6.863030;0.100000
119890;6.863030;0.100000
119901;6.863030;0.100000
119912;6.863030;0.100000
119923;6.863030;0.100000
119934;6.863030;0.100000
119945;6.863030;0.100000
119956;6.873768;0.100000
119967;6.876836;0.100000
119978;6.876836;0.100000
119989;6.876836;0.100000
120000;6.876836;0.100000
120011;6.876836;0.100000
120022;6.876836;0.100000
120033;6.876836;0.100000
120044;6.876836;0.100000
120055;6.876836;0.100000
120066;6.876836;0.100000
120077;6.876836;0.100000
120088;6.876836;0.100000
120099;6.876836;0.100000
120110;6.884506;0.100000
120121;6.890642;0.100000
120132;6.890642;0.100000
120143;6.890642;0.100000
120154;6.890642;0.100000
120165;6.890642;0.100000
120176;6.890642;0.100000
120187;6.890642;0.100000
120198;6.890642;0.100000
120209;6.890642;0.100000
120220;6.890642;0.100000
120231;6.890642;0.100000
120242;6.890642;0.100000
120253;6.890642;0.100000
120264;6.895244;0.100000
120275;6.904448;0.100000
120286;6.904448;0.100000
120297;6.904448;0.100000
120308;6.904448;0.100000
120319;6.904448;0.100000
120330;6.904448;0.100000
120341;6.904448;0.100000
120352;6.904448;0.100000
120363;6.904448;0.100000
120374;6.904448;0.100000
120385;6.904448;0.100000
120396;6.904448;0.100000
120407;6.904448;0.100000
120418;6.905982;0.100000
120429;6.916719;0.100000
120440;6.919787;0.100000
120451;6.919787;0.100000
120462;6.919787;0.100000
120473;6.919787;0.100000
120484;6.919787;0.100000
120495;6.919787;0.100000
120506;6.919787;0.100000
120517;6.919787;0.100000
120528;6.919787;0.100000
120539;6.919787;0.100000
120550;6.919787;0.100000
120561;6.919787;0.100000
120572;6.919787;0.100000
120583;6.928991;0.100000
120594;6.933593;0.100000
120605;6.933593;0.100000
120616;6.933593;0.100000
120627;6.933593;0.100000
120638;6.933593;0.100000
120649;6.933593;0.100000
120660;6.933593;0.100000
120671;6.933593;0.100000
120682;6.933593;0.100000
120693;6.933593;0.100000
120704;6.933593;0.100000
120715;6.933593;0.100000
120726;6.933593;0.100000
120737;6.939729;0.100000
120748;6.947399;0.100000
120759;6.947399;0.100000
120770;6.947399;0.100000
120781;6.947399;0.100000
120792;6.947399;0.100000
120803;6.947399;0.100000
120814;6.947399;0.100000
120825;6.947399;0.100000
120836;6.947399;0.100000
120847;6.947399;0.100000
120858;6.947399;0.100000
120869;6.947399;0.100000
120880;6.947399;0.100000
120891;6.948933;0.100000
120902;6.959671;0.100000
120913;6.961205;0.100000
120924;6.962739;0.100000
120935;6.961205;0.100000
120946;6.961205;0.100000
120957;6.962739;0.100000
120968;6.962739;0.100000
120979;6.961205;0.100000
120990;6.961205;0.100000
121001;6.962739;0.100000
121012;6.962739;0.100000
121023;6.961205;0.100000
121034;6.962739;0.100000
121045;6.961205;0.100000
121056;6.971943;0.100000
121067;6.976545;0.100000
121078;6.976545;0.100000
121089;6.976545;0.100000
121100;6.976545;0.100000
121111;6.976545;0.100000
121122;6.976545;0.100000
121133;6.976545;0.100000
121144;6.976545;0.100000
121155;6.976545;0.100000
121166;6.976545;0.100000
121177;6.976545;0.100000
121188;6.976545;0.100000
121199;6.976545;0.100000
121210;6.984215;0.100000
121221;6.991885;0.100000
121232;6.991885;0.100000
121243;6.991885;0.100000
121254;6.990351;0.100000
121265;6.990351;0.100000
121276;6.991885;0.100000
121287;6.991885;0.100000
121298;6.991885;0.100000
121309;6.990351;0.100000
121320;6.991885;0.100000
