2.957898;0.783305
2.726651;1.676162
2.726651;1.678081
2.726651;1.680058
2.726651;1.682035
2.726267;1.684013
2.725883;1.685991
2.725500;1.687968
2.724733;1.689946
2.723966;1.691923
2.723199;1.693900
2.722432;1.695878
2.721665;1.697855
2.721282;1.699833
2.720898;1.701810
2.720898;1.703793
2.720515;1.705765
2.720131;1.707742
2.719748;1.709720
2.719364;1.711697
2.718981;1.713674
2.718214;1.715652
2.717830;1.717629
2.716680;1.719830
2.715913;1.721762
2.715529;1.723851
2.715146;1.725825
2.714379;1.727694
2.713995;1.729827
2.713612;1.732034
2.712845;1.734437
2.712461;1.736414
2.711694;1.738392
2.711311;1.740369
2.710544;1.742346
2.710160;1.744324
2.709394;1.746301
2.708626;1.748279
2.708243;1.750257
2.707092;1.752233
2.706326;1.754216
2.705942;1.756188
2.705558;1.758166
2.704792;1.760143
2.704024;1.762120
2.703641;1.764098
2.702874;1.766075
2.702490;1.768053
2.701724;1.770030
2.700956;1.772008
2.700190;1.773985
2.699806;1.775963
2.699039;1.777940
2.698656;1.779918
2.697888;1.781895
2.697505;1.783872
2.697122;1.785850
2.696354;1.787827
2.695971;1.789804
2.695204;1.791782
2.694820;1.793759
2.694437;1.795737
2.694054;1.797714
2.693286;1.799692
2.693286;1.801669
2.692520;1.803646
2.692136;1.805629
2.691752;1.807601
2.690986;1.809578
2.690218;1.811556
2.689835;1.813534
2.689068;1.815510
2.689068;1.817488
2.688301;1.819465
2.687918;1.821443
2.687534;1.823420
2.687150;1.825397
2.686767;1.827375
2.686384;1.829352
2.686384;1.831329
2.686000;1.833307
2.685616;1.835284
2.684850;1.837262
2.684850;1.839243
2.684083;1.841216
2.683316;1.843193
2.683316;1.845171
2.682549;1.847149
2.682165;1.849126
2.681398;1.851104
2.681015;1.853081
2.680631;1.855058
2.679864;1.857041
2.679481;1.859013
2.679097;1.860991
2.678714;1.862969
2.677947;1.864946
2.677563;1.866923
2.676796;1.868901
2.676413;1.870878
2.676029;1.872856
2.675262;1.874833
2.674879;1.876810
2.674495;1.878788
2.674112;1.880765
2.673728;1.882742
2.673345;1.884720
2.672578;1.886697
2.671427;1.888675
2.671044;1.890652
2.670660;1.892629
2.670277;1.894607
2.669510;1.896584
2.669127;1.898562
2.668359;1.900539
2.668359;1.902516
2.667976;1.904494
2.667976;1.906471
2.667976;1.908454
2.667976;1.910426
2.667209;1.912403
2.666825;1.914381
2.666442;1.916358
2.666059;1.918335
2.665291;1.920313
2.664525;1.922290
2.663757;1.924267
2.663374;1.926248
2.662607;1.928222
2.662223;1.930199
2.661457;1.932177
2.660689;1.934155
2.659923;1.936132
2.659539;1.938110
2.659539;1.940087
2.658772;1.942064
2.658389;1.944041
2.658005;1.946019
2.657621;1.947997
2.656855;1.949974
2.656471;1.951952
2.656087;1.953929
2.655704;1.955907
2.654937;1.957884
2.654170;1.959866
2.653403;1.961839
2.652636;1.963816
2.651869;1.965793
2.651485;1.967771
2.651102;1.969748
2.651102;1.971943
2.651102;1.973871
2.651102;1.975982
2.651102;1.977946
2.651102;1.979828
2.650719;1.981911
2.649951;1.983881
2.649185;1.985852
2.648417;1.987728
2.647651;1.989696
2.646883;1.991802
2.646500;1.993781
2.645733;1.995750
2.644583;1.997735
2.644199;1.999567
2.643432;2.001565
2.642665;2.003654
2.641515;2.005525
2.640748;2.007610
2.640364;2.009588
2.639597;2.011570
2.638830;2.013443
2.638063;2.015527
2.637296;2.017494
2.636529;2.019467
2.635762;2.021451
2.635379;2.023311
2.634612;2.025318
2.633845;2.027392
2.633078;2.029362
2.632311;2.031356
2.631927;2.033690
2.631544;2.035991
2.631160;2.037969
2.631160;2.039946
2.631160;2.041924
2.630777;2.043901
2.630777;2.045878
2.630394;2.047856
2.630010;2.049833
2.629243;2.051810
2.628860;2.053788
2.628092;2.055978
2.627709;2.058043
2.627326;2.060165
2.626558;2.061899
2.626558;2.063977
2.625792;2.066321
2.625408;2.068618
2.625024;2.070596
2.624641;2.072573
2.624258;2.074550
2.623874;2.076528
2.623490;2.078505
2.623107;2.080482
2.622724;2.082460
2.622340;2.084437
2.621956;2.086415
2.621573;2.088392
2.621190;2.090369
2.620422;2.092347
2.620039;2.094324
2.619656;2.096302
2.619272;2.098279
2.618505;2.100257
2.617738;2.102236
2.616971;2.104211
2.616204;2.106191
2.615820;2.108166
2.615054;2.110143
2.614286;2.112126
2.613520;2.114100
2.612752;2.116076
2.612369;2.118053
2.611602;2.120030
2.611218;2.122008
2.610452;2.123986
2.609684;2.125963
2.608918;2.127941
2.608534;2.129918
2.608150;2.131895
2.607384;2.133873
2.607000;2.135850
2.606233;2.137828
2.605850;2.139805
2.605083;2.141782
2.604316;2.143760
2.603549;2.145737
2.603165;2.147715
2.602015;2.149692
2.601248;2.151669
2.600864;2.153647
