1.429670;6.601121
1.425451;6.622033
1.418932;6.642853
1.413563;6.663244
1.408961;6.684285
1.404359;6.705072
1.399757;6.725877
1.395155;6.746646
1.390937;6.767411
1.384417;6.788114
1.379048;6.807519
1.372529;6.828699
1.365243;6.849477
1.359107;6.870177
1.352971;6.891027
1.346068;6.911743
1.341082;6.932504
1.335713;6.953214
1.328427;6.972595
1.321524;6.993733
1.316539;7.014632
1.314238;7.035311
1.310019;7.056581
1.302733;7.076498
1.295446;7.097606
1.291228;7.118398
1.288927;7.139151
1.285859;7.159935
1.281257;7.180689
1.274738;7.201464
1.268218;7.222158
1.261699;7.242969
1.254796;7.264080
1.248660;7.285346
1.242908;7.307052
1.237539;7.327989
1.232170;7.348766
1.225650;7.369521
1.219514;7.390217
1.214529;7.411034
1.209927;7.431819
1.204942;7.452578
1.199573;7.473327
1.194587;7.494942
1.189602;7.516026
1.183466;7.537474
1.180014;7.558391
1.176947;7.579076
1.173111;7.599891
1.169277;7.620654
1.163907;7.641419
1.160073;7.662123
1.155854;7.682942
1.151252;7.703721
1.145883;7.724456
1.139364;7.745193
1.132844;7.764518
1.125558;7.785739
1.119806;7.806532
1.114437;7.827236
1.108684;7.848037
1.101781;7.868817
1.095645;7.888526
1.090277;7.909334
1.084907;7.930386
1.079922;7.950505
1.074937;7.971621
1.069184;7.992414
1.061898;8.013111
1.054995;8.033928
1.049626;8.054685
1.044640;8.075464
1.040038;8.096166
1.035053;8.116972
1.028534;8.136519
1.025466;8.157502
1.020481;8.178210
1.014728;8.199022
1.011277;8.220319
1.007058;8.241538
1.002839;8.262590
0.995553;8.283944
0.989801;8.303540
0.983281;8.324574
0.976378;8.345371
0.969476;8.366072
0.965257;8.386891
0.958738;8.407654
0.953752;8.428423
0.950684;8.449127
0.943015;8.469950
0.935345;8.490704
0.929975;8.511484
0.927675;8.532192
0.923456;8.553000
0.913485;8.573770
0.905048;8.593596
0.900446;8.614766
0.897378;8.636019
0.893160;8.656820
0.888174;8.676554
0.882038;8.697340
0.877053;8.718072
0.870917;8.738881
0.865165;8.759640
0.859029;8.780385
0.853277;8.801100
0.848291;8.821925
0.844073;8.842665
0.838320;8.863719
0.830267;8.885043
0.825665;8.905949
0.821063;8.926989
0.816461;8.948466
0.811859;8.969187
0.807257;8.989988
0.803422;9.010795
0.798820;9.031529
0.794218;9.052227
0.788466;9.073034
0.783097;9.093817
0.779645;9.114583
0.774277;9.135318
0.769675;9.156063
0.766990;9.175581
0.765839;9.196833
0.761238;9.218207
0.754718;9.239072
0.747815;9.259911
0.740529;9.281082
0.733626;9.302250
0.727490;9.323091
0.721354;9.343948
0.715602;9.364718
0.709466;9.385484
0.702947;9.406215
0.697194;9.425589
0.691058;9.445491
0.685689;9.466531
0.680320;9.487268
0.673801;9.508055
0.668048;9.528244
0.662296;9.548547
0.656544;9.569422
0.650408;9.590136
0.644272;9.610898
0.637752;9.631656
0.631616;9.652428
0.626247;9.672525
0.620879;9.693833
0.617811;9.714720
0.612058;9.736261
0.608990;9.757074
0.603238;9.777896
0.596718;9.798746
0.590966;9.819533
0.584446;9.840209
0.577927;9.861019
0.572558;9.882215
0.565655;9.903440
0.559903;9.924785
0.557602;9.946005
0.549549;9.967246
0.542262;9.988565
0.537277;10.009328
0.534209;10.030056
0.531907;10.051334
0.525005;10.072606
0.515034;10.093394
0.509282;10.114086
0.505446;10.134908
0.502378;10.155672
0.497010;10.176427
0.491257;10.197670
0.485505;10.218930
0.480136;10.239748
0.474767;10.260547
0.467481;10.281184
0.460961;10.302008
0.456359;10.321526
0.452141;10.341526
0.446388;10.362250
0.439102;10.383035
0.432966;10.403836
0.428748;10.424613
0.423762;10.445618
0.417626;10.467000
0.412257;10.488325
0.406505;10.509587
0.401136;10.530398
0.396917;10.551087
0.392699;10.572112
0.387713;10.593677
0.384645;10.614905
0.380811;10.636164
0.378509;10.657416
0.374675;10.678554
0.371607;10.699930
0.365854;10.721140
0.361252;10.740531
0.354733;10.761754
0.348980;10.782517
0.342078;10.803221
0.337092;10.824023
0.332106;10.844822
0.325971;10.866408
0.320218;10.887240
0.313315;10.908052
0.306029;10.927505
0.300277;10.948575
0.295675;10.969374
0.289539;10.990076
0.282252;11.011249
0.275733;11.032538
0.269214;11.052610
0.261927;11.074038
0.254640;11.094941
0.248888;11.115682
0.242369;11.135503
0.236233;11.156166
0.232398;11.176995
0.226262;11.197769
0.221277;11.218517
0.216675;11.239215
0.212073;11.260520
0.205937;11.280602
0.200184;11.301463
0.195582;11.322384
0.189830;11.343047
0.183694;11.364697
0.177942;11.386050
0.171422;11.407478
0.166437;11.429008
0.164519;11.449857
0.156849;11.470636
0.149563;11.491394
0.144577;11.512639
0.141893;11.533810
0.140359;11.555095
0.134607;11.576278
0.125019;11.597135
0.118883;11.617953
0.115432;11.637491
0.111980;11.658416
0.105844;11.679180
0.099708;11.700010
0.091655;11.720762
0.084752;11.741592
0.080534;11.762243
0.073247;11.783037
0.067878;11.803816
0.063276;11.824590
0.058291;11.846127
0.052539;11.867045
0.044485;11.887864
0.038733;11.909486
0.034898;11.930383
0.029529;11.951616
0.023776;11.972874
0.019558;11.993658
0.016106;12.014396
0.011888;12.035127
0.008437;12.055954
0.004218;12.076723
-0.001918;12.097461
-0.005369;12.118178
-0.009971;12.138244
-0.014956;12.159660
-0.019942;12.180529
-0.021476;12.201300
-0.024544;12.222035
-0.029529;12.241560
-0.036049;12.262555
-0.042568;12.283342
-0.049471;12.304058
-0.055223;12.324244
-0.060593;12.345534
