1.803194;4.225035;0.781548;0.000000
1.803194;4.225035;1.456122;0.000000
1.803194;4.225035;1.457782;0.000000
1.803194;4.225035;1.459757;0.000000
1.803194;4.225035;1.461734;0.000000
1.803194;4.225035;1.463711;0.000000
1.803194;4.225035;1.465689;0.000000
1.803194;4.225035;1.467666;0.000000
1.803194;4.225035;1.469643;0.000000
1.803194;4.225035;1.471912;0.000000
1.803194;4.225035;1.473598;0.000000
1.803194;4.225035;1.475576;0.000000
1.803194;4.225035;1.477553;0.000000
1.803194;4.225035;1.479530;0.000000
1.803194;4.225035;1.481508;0.000000
1.803194;4.225035;1.483562;0.000000
1.803194;4.225035;1.485466;0.000000
1.803194;4.225035;1.487733;0.000000
1.803194;4.225035;1.489420;0.000000
1.803194;4.225035;1.491397;0.000000
1.803194;4.225035;1.493371;0.000000
1.803194;4.225035;1.495348;0.000000
1.803194;4.225035;1.497326;0.000000
1.803194;4.225035;1.499303;0.000000
1.803194;4.225035;1.501281;0.000000
1.803194;4.225035;1.503549;0.000000
1.803194;4.225035;1.505236;0.000000
1.803194;4.225035;1.507214;0.000000
1.803194;4.225035;1.509192;0.000000
1.803194;4.225035;1.511168;0.000000
1.803194;4.225035;1.513146;0.000000
1.803194;4.225035;1.515126;0.000000
1.803194;4.225035;1.517103;0.000000
1.803194;4.225035;1.519431;0.000000
1.803194;4.225035;1.521058;0.000000
1.803194;4.225035;1.523036;0.000000
1.803194;4.225035;1.525013;0.000000
1.803194;4.225035;1.526988;0.000000
1.803194;4.225035;1.528965;0.000000
1.803194;4.225035;1.530942;0.000000
1.803194;4.225035;1.532919;0.000000
1.803194;4.225035;1.535191;0.000000
1.803194;4.225035;1.536875;0.000000
1.803194;4.225035;1.538852;0.000000
1.803194;4.225035;1.540830;0.000000
1.803194;4.225035;1.542807;0.000000
1.803194;4.225035;1.544784;0.000000
1.803194;4.225035;1.546762;0.000000
1.803194;4.225035;1.548739;0.000000
1.803194;4.225035;1.551010;0.000000
1.803194;4.225035;1.552694;0.000000
1.803194;4.225035;1.554671;0.000000
1.803194;4.225035;1.556649;0.000000
1.803194;4.225035;1.558626;0.000000
1.803194;4.225035;1.560604;0.000000
1.803194;4.225035;1.562581;0.000000
1.803194;4.225035;1.564558;0.000000
1.803194;4.225035;1.566826;0.000000
1.803194;4.225035;1.568513;0.000000
1.803194;4.225035;1.570490;0.000000
1.803194;4.225035;1.572468;0.000000
1.803194;4.225035;1.574448;0.000000
1.803194;4.225035;1.576425;0.000000
1.803194;4.225035;1.578402;0.000000
1.803194;4.225035;1.580380;0.000000
1.803194;0.000000;1.582691;0.000000
1.803194;0.000000;1.584301;0.000000
1.803194;0.000000;1.586278;0.000000
1.803194;0.000000;1.589251;0.000000
1.803194;0.000000;1.591222;0.000000
1.803194;0.000000;1.593199;0.000000
1.803194;0.000000;1.595176;0.000000
1.803194;0.000000;1.597154;0.000000
1.803194;0.000000;1.599126;0.000000
1.803194;0.000000;1.601112;0.000000
1.803194;0.000000;1.603090;0.000000
1.803194;0.000000;1.605067;0.000000
1.803194;0.000000;1.607044;0.000000
1.803194;0.000000;1.609021;0.000000
1.803194;0.000000;1.610996;0.000000
1.803194;0.000000;1.612973;0.000000
1.803194;0.000000;1.614945;0.000000
1.803194;0.000000;1.616928;0.000000
1.803194;0.000000;1.618906;0.000000
1.803194;0.000000;1.620883;0.000000
1.803194;0.000000;1.622860;0.000000
1.803194;0.000000;1.624838;0.000000
1.803194;0.000000;1.626816;0.000000
1.803194;0.000000;1.628793;0.000000
1.803194;0.000000;1.630764;0.000000
1.803194;0.000000;1.632748;0.000000
1.803194;0.000000;1.634725;0.000000
1.803194;0.000000;1.636703;0.000000
1.803194;0.000000;1.638680;0.000000
1.803194;0.000000;1.640658;0.000000
1.803194;0.000000;1.642635;0.000000
1.803194;0.000000;1.644612;0.000000
1.803194;0.000000;1.646584;0.000000
1.803194;0.000000;1.648567;0.000000
1.803194;0.000000;1.650544;0.000000
1.803194;0.000000;1.652522;0.000000
1.803194;0.000000;1.654499;0.000000
1.803194;0.000000;1.656476;0.000000
1.803194;0.000000;1.658454;0.000000
1.803194;0.000000;1.660434;0.000000
1.803194;0.000000;1.662406;0.000000
1.803194;0.000000;1.664389;0.000000
1.803194;0.000000;1.666366;0.000000
1.803194;0.000000;1.668340;0.000000
1.803194;0.000000;1.670317;0.000000
1.803194;0.000000;1.672295;0.000000
1.803194;0.000000;1.674272;0.000000
1.803194;0.000000;1.676249;0.000000
1.803194;0.000000;1.678221;0.000000
1.803194;0.000000;1.680204;0.000000
1.803194;0.000000;1.682259;0.000000
1.803194;0.000000;1.684159;0.000000
1.803194;0.000000;1.686136;0.000000
1.803194;0.000000;1.688116;0.000000
1.803194;0.000000;1.690095;0.000000
1.803194;0.000000;1.692072;0.000000
1.803194;0.000000;1.694044;0.000000
1.803194;0.000000;1.696027;0.000000
